CounterReadingID;CounterID_ASTA;SequenceNumber;StartTime;EndTime;Visits;ASTA_Counters.CounterID_PAVE;ASTA_Counters.Name_ASTA;ASTA_Counters.InstallationDate;ASTA_Counters.NationalParkCode;ASTA_Counters.Municipality;ASTA_Counters.RegionalUnit;ASTA_Counters.RegionalEntity;PAVE_Counters.Globalid;PAVE_Counters.Name;PAVE_Counters.Manager;PAVE_Counters.AdditionalInfo;PAVE_Counters.CoordinateNorth;PAVE_Counters.CoordinateEast
263443;1099;102;23/07/2013 17:00;23/07/2013 18:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263446;1099;105;23/07/2013 20:00;23/07/2013 21:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263447;1099;106;23/07/2013 21:00;23/07/2013 22:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263448;1099;107;23/07/2013 22:00;23/07/2013 23:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263449;1099;108;23/07/2013 23:00;24/07/2013 00:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263450;1099;109;24/07/2013 00:00;24/07/2013 01:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263451;1099;110;24/07/2013 01:00;24/07/2013 02:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263452;1099;111;24/07/2013 02:00;24/07/2013 03:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263453;1099;112;24/07/2013 03:00;24/07/2013 04:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263454;1099;113;24/07/2013 04:00;24/07/2013 05:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263455;1099;114;24/07/2013 05:00;24/07/2013 06:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263456;1099;115;24/07/2013 06:00;24/07/2013 07:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263457;1099;116;24/07/2013 07:00;24/07/2013 08:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263458;1099;117;24/07/2013 08:00;24/07/2013 09:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263465;1099;124;24/07/2013 15:00;24/07/2013 16:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263466;1099;125;24/07/2013 16:00;24/07/2013 17:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263467;1099;126;24/07/2013 17:00;24/07/2013 18:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263468;1099;127;24/07/2013 18:00;24/07/2013 19:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263469;1099;128;24/07/2013 19:00;24/07/2013 20:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263470;1099;129;24/07/2013 20:00;24/07/2013 21:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263471;1099;130;24/07/2013 21:00;24/07/2013 22:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263472;1099;131;24/07/2013 22:00;24/07/2013 23:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263473;1099;132;24/07/2013 23:00;25/07/2013 00:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263474;1099;133;25/07/2013 00:00;25/07/2013 01:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263475;1099;134;25/07/2013 01:00;25/07/2013 02:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263476;1099;135;25/07/2013 02:00;25/07/2013 03:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263477;1099;136;25/07/2013 03:00;25/07/2013 04:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263478;1099;137;25/07/2013 04:00;25/07/2013 05:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263479;1099;138;25/07/2013 05:00;25/07/2013 06:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263480;1099;139;25/07/2013 06:00;25/07/2013 07:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263487;1099;146;25/07/2013 13:00;25/07/2013 14:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263488;1099;147;25/07/2013 14:00;25/07/2013 15:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263491;1099;150;25/07/2013 17:00;25/07/2013 18:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263492;1099;151;25/07/2013 18:00;25/07/2013 19:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263493;1099;152;25/07/2013 19:00;25/07/2013 20:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263494;1099;153;25/07/2013 20:00;25/07/2013 21:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263495;1099;154;25/07/2013 21:00;25/07/2013 22:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263496;1099;155;25/07/2013 22:00;25/07/2013 23:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263498;1099;157;26/07/2013 00:00;26/07/2013 01:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263499;1099;158;26/07/2013 01:00;26/07/2013 02:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263500;1099;159;26/07/2013 02:00;26/07/2013 03:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263501;1099;160;26/07/2013 03:00;26/07/2013 04:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263502;1099;161;26/07/2013 04:00;26/07/2013 05:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263503;1099;162;26/07/2013 05:00;26/07/2013 06:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263504;1099;163;26/07/2013 06:00;26/07/2013 07:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263505;1099;164;26/07/2013 07:00;26/07/2013 08:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263507;1099;166;26/07/2013 09:00;26/07/2013 10:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263508;1099;167;26/07/2013 10:00;26/07/2013 11:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263510;1099;169;26/07/2013 12:00;26/07/2013 13:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263512;1099;171;26/07/2013 14:00;26/07/2013 15:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263515;1099;174;26/07/2013 17:00;26/07/2013 18:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263516;1099;175;26/07/2013 18:00;26/07/2013 19:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263517;1099;176;26/07/2013 19:00;26/07/2013 20:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263518;1099;177;26/07/2013 20:00;26/07/2013 21:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263519;1099;178;26/07/2013 21:00;26/07/2013 22:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263520;1099;179;26/07/2013 22:00;26/07/2013 23:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263521;1099;180;26/07/2013 23:00;27/07/2013 00:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263522;1099;181;27/07/2013 00:00;27/07/2013 01:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263523;1099;182;27/07/2013 01:00;27/07/2013 02:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263524;1099;183;27/07/2013 02:00;27/07/2013 03:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263525;1099;184;27/07/2013 03:00;27/07/2013 04:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263526;1099;185;27/07/2013 04:00;27/07/2013 05:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263527;1099;186;27/07/2013 05:00;27/07/2013 06:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263528;1099;187;27/07/2013 06:00;27/07/2013 07:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263529;1099;188;27/07/2013 07:00;27/07/2013 08:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263530;1099;189;27/07/2013 08:00;27/07/2013 09:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
263534;1099;193;27/07/2013 12:00;27/07/2013 13:00;0;190927;Varkaankuru 2013;12/07/2013 00:00;34361;273;800;800022;{47664E5F-0E50-4F64-B000-77D8A61BC5BA};Röhkömukka Varkaankurulle kävijälaskuri (kesä);J. Ylläsjärvi;EcoCounter;7500782;381166
